normalized_id,source_log_type,event_kind,event_action,event_time_epoch,event_time_iso,source,entity_id,entity_type,source_entity_id,target_entity_id,process_pid,process_ppid,process_tgid,process_name,process_exe,process_command_line,user_uid,user_euid,group_gid,group_egid,file_path,file_subtype,file_permissions,file_mode,src_ip,dst_ip,src_port,dst_port,local_address,local_port,remote_address,remote_port,protocol_name,protocol_number,network_direction,flow_duration,duration,rate,srate,drate,header_length,total_size,total_sum,packet_number,iat,tcp_fin,tcp_syn,tcp_rst,tcp_psh,tcp_ack,tcp_urg,tcp_ece,tcp_cwr,ack_count,syn_count,fin_count,urg_count,rst_count,protocol_http,protocol_https,protocol_dns,protocol_tcp,protocol_udp,protocol_icmp,label,sub_label,sub_label_cat
7f79425151c99537a3aa20b3b9c5f936,system,process,process_observed,1701468825.807,2023-12-01T22:13:45.807000Z,syscall,7f79425151c99537a3aa20b3b9c5f936,Process,,,919.0,913.0,,wpasupplicant,/usr/bin/dash,/bin/sh /etc/network/if-up.d/wpasupplicant,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
ef7462e34f0ca1892abc5c0959933ae1,system,process,process_observed,1701468825.863,2023-12-01T22:13:45.863000Z,syscall,ef7462e34f0ca1892abc5c0959933ae1,Process,,,932.0,1.0,,systemd-update-,/usr/lib/systemd/systemd-update-utmp,/lib/systemd/systemd-update-utmp reboot,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
d649e8ab5bfd1f8a8ba3b63edf055e36,system,process,process_observed,1701468825.891,2023-12-01T22:13:45.891000Z,syscall,d649e8ab5bfd1f8a8ba3b63edf055e36,Process,,,937.0,933.0,,sed,/usr/bin/sed,"sed -n 
/^IF_HARDWARE_IRQ_COALESCE_[A-Za-z0-9_]*=/ {
    h;                             # hold line
    s/^IF_HARDWARE_IRQ_COALESCE_//; s/=.*//; s/_/-/g;  # get name without prefix
    y/ABCDEFGHIJKLMNOPQRSTUVWXYZ/abcdefghijklmnopqrstuvwxyz/;  # lower-case
    p;
    g;                             # restore line
    s/^[^=]*=//; s/^'\(.*\)'/\1/;  # get value
    p;
}",0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
4a1d693fd7bc3ae0f6de91f1e942be2b,network,network_flow,flow_observed,1701658976.588721,2023-12-04T03:02:56.588721Z,,,,,,,,,,,,,,,,,,,,172.16.66.128,172.16.64.128,502.0,58362.0,,,,,TCP,6.0,internal,0.0047841072082519,64.0,1045.127080633908,1045.127080633908,0.0,370.0,74.0,296.0,4.0,0.0004470348358154,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
597767694aaa3b5db14c983c6b67e1b4,network,network_flow,flow_observed,1701658978.595286,2023-12-04T03:02:58.595286Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.66.128,58374.0,502.0,,,,,TCP,6.0,internal,0.0113899707794189,64.0,790.1688401398279,790.1688401398279,0.0,658.0,66.0,1180.0,16.0,0.001039981842041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
b4fc8e1eff9dce95ef394d74fb9efdce,network,network_flow,flow_observed,1701658982.748885,2023-12-04T03:03:02.748885Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.66.128,51452.0,502.0,,,,,TCP,6.0,internal,0.1649959087371826,64.0,193.94420288912684,193.94420288912684,0.0,2264.0,66.0,756.0,11.0,0.0020008087158203,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,0.0,8.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
074912685a0d3d3757a0d1d00d0d856a,network,network_flow,flow_observed,1701469507.738098,2023-12-01T22:25:07.738098Z,,,,,,,,,,,,,,,,,,,,172.16.65.128,172.16.65.1,36322.0,53.0,,,,,UDP,17.0,internal,0.0023310184478759,64.0,1715.988135419863,1715.988135419863,0.0,364.0,91.0,1457.0,15.0,1.3828277587890623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0.0
babf1b491dc341597ce6aedbbaedc9f3,network,network_flow,flow_observed,1701469507.84451,2023-12-01T22:25:07.844510Z,,,,,,,,,,,,,,,,,,,,8.8.8.8,172.16.67.128,53.0,60049.0,,,,,UDP,17.0,inbound,0.058284044265747,127.0,51.47206302845853,51.47206302845853,0.0,467.0,255.0,575.0,5.0,0.0561091899871826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0.0
31148cd38b5138c0aa336217c3564ff0,network,network_flow,flow_observed,1701469538.93301,2023-12-01T22:25:38.933010Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.66.128,39516.0,502.0,,,,,TCP,6.0,internal,0.0140151977539062,64.0,1070.2667392487751,1070.2667392487751,0.0,1090.0,78.0,1296.0,17.0,0.0001041889190673,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
130ff541fd04ac45ba5e4fe432f86996,network,network_flow,flow_observed,1701558169.125211,2023-12-02T23:02:49.125211Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.63.128,1883.0,52053.0,,,,,TCP,6.0,internal,14.056220054626465,64.0,12.094289883007786,12.094289883007786,0.0,12834.0,85.0,829.0,11.0,0.0021419525146484,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,170.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
0a3b3a4526fe1b551b52da3a9cd6d5d4,network,network_flow,flow_observed,1701558169.590205,2023-12-02T23:02:49.590205Z,,,,,,,,,,,,,,,,,,,,172.16.64.128,172.16.66.128,60974.0,502.0,,,,,TCP,6.0,internal,0.0101699829101562,64.0,983.2858214553638,983.2858214553638,0.0,736.0,78.0,366.0,5.0,0.0004830360412597,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
5a22a6714141da8a766ca4c5f4143d95,network,network_flow,flow_observed,1701558169.596694,2023-12-02T23:02:49.596694Z,,,,,,,,,,,,,,,,,,,,172.16.66.128,172.16.64.128,502.0,60974.0,,,,,TCP,6.0,internal,0.0166590213775634,64.0,1020.4681064216508,1020.4681064216508,0.0,1234.0,66.0,864.0,12.0,0.0003941059112548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
d329a8950e25914bc47149c9b9c28ffc,network,network_flow,flow_observed,1701594972.662929,2023-12-03T09:16:12.662929Z,,,,,,,,,,,,,,,,,,,,172.16.66.128,172.16.64.128,502.0,54752.0,,,,,TCP,6.0,internal,0.0049030780792236,64.0,1019.767566253343,1019.767566253343,0.0,370.0,74.0,148.0,2.0,0.0004870891571044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0
